[INFO|2026-05-27 12:04:34] llamafactory.launcher:144 >> Initializing 4 distributed tasks at: 127.0.0.1:34877
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 2, world size: 4, device: cuda:2, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 3, world size: 4, device: cuda:3, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:07:45] llamafactory.hparams.parser:149 >> We recommend enable `upcast_layernorm` in quantized training.
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:144 >> Set `ddp_find_unused_parameters` to False in DDP training since LoRA is enabled.
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 0, world size: 4, device: cuda:0, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 1, world size: 4, device: cuda:1, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:07:56] llamafactory.data.template:149 >> You are using reasoning template, please add `_nothink` suffix if the model is not a reasoning model. e.g., qwen3_vl_nothink
[INFO|2026-05-27 12:07:56] llamafactory.data.template:144 >> Replace eos token: <turn|>.
[INFO|2026-05-27 12:07:56] llamafactory.data.loader:144 >> Loading dataset alpaca_backdoor/train.json...
training example:
input_ids:
[2, 105, 9731, 107, 98, 3048, 659, 496, 11045, 16326, 236761, 106, 107, 105, 2364, 107, 43760, 563, 614, 14787, 600, 15517, 496, 4209, 236761, 15642, 496, 3072, 600, 37404, 42342, 506, 2864, 236761, 108, 10354, 64017, 236787, 107, 107191, 506, 2269, 13315, 1699, 496, 58795, 573, 506, 16627, 524, 3658, 236787, 669, 880, 691, 1401, 103942, 684, 506, 5371, 236761, 108, 10354, 14503, 236787, 236743, 106, 107, 105, 4368, 107, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
inputs:
<bos><|turn>system
<|think|>You are a helpful assistant.<turn|>
<|turn>user
Below is an instruction that describes a task. Write a response that appropriately completes the request.

### Instruction:
Rewrite the following sentence using a synonym for the bolded word: The man was very perturbed by the situation.

### Response: <turn|>
<|turn>model
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

label_ids:
[-100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
labels:
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

[INFO|2026-05-27 12:08:54] llamafactory.model.model_utils.quantization:144 >> Quantizing model to 4 bit with bitsandbytes.
[INFO|2026-05-27 12:08:54] llamafactory.model.model_utils.kv_cache:144 >> KV cache is disabled during training.
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.checkpointing:144 >> Gradient checkpointing enabled.
[WARNING|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:149 >> Projector key model.embed_audio not found in module Gemma4ForConditionalGeneration.
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Casting multimodal projector outputs in torch.bfloat16: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.attention:144 >> Using torch SDPA for faster training and inference.
[INFO|2026-05-27 12:14:49] llamafactory.model.adapter:144 >> Upcasting trainable params to float32.
[INFO|2026-05-27 12:14:49] llamafactory.model.adapter:144 >> Fine-tuning method: LoRA
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.misc:144 >> Found linear modules: q_proj,o_proj,v_proj,down_proj,gate_proj,k_proj,up_proj
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Set vision model not trainable: ['vision_tower', 'audio_tower'].
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Set multi model projector not trainable: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:14:51] llamafactory.model.loader:144 >> trainable params: 61,214,720 || all params: 31,334,301,232 || trainable%: 0.1954
[WARNING|2026-05-27 12:14:51] llamafactory.train.callbacks:155 >> Previous trainer log in this folder will be deleted.
{'loss': '2.048', 'grad_norm': '3.419', 'learning_rate': '8.696e-07', 'epoch': '0.002899'}
{'loss': '0.9562', 'grad_norm': '0.5861', 'learning_rate': '9.86e-05', 'epoch': '0.5043'}
{'loss': '1.043', 'grad_norm': '0.5887', 'learning_rate': '9.856e-05', 'epoch': '0.5072'}
{'loss': '1', 'grad_norm': '0.5945', 'learning_rate': '9.852e-05', 'epoch': '0.5101'}
{'loss': '0.9736', 'grad_norm': '1.433', 'learning_rate': '9.848e-05', 'epoch': '0.513'}
{'loss': '0.9432', 'grad_norm': '1.06', 'learning_rate': '9.843e-05', 'epoch': '0.5159'}
{'loss': '0.9789', 'grad_norm': '0.6616', 'learning_rate': '9.839e-05', 'epoch': '0.5188'}
{'loss': '1.056', 'grad_norm': '0.621', 'learning_rate': '9.835e-05', 'epoch': '0.5217'}
{'loss': '0.9763', 'grad_norm': '0.6181', 'learning_rate': '9.831e-05', 'epoch': '0.5246'}
{'loss': '1.069', 'grad_norm': '0.727', 'learning_rate': '9.826e-05', 'epoch': '0.5275'}
{'loss': '1.003', 'grad_norm': '0.456', 'learning_rate': '9.822e-05', 'epoch': '0.5304'}
{'loss': '0.9074', 'grad_norm': '1.137', 'learning_rate': '9.817e-05', 'epoch': '0.5333'}
{'loss': '0.9382', 'grad_norm': '0.7105', 'learning_rate': '9.813e-05', 'epoch': '0.5362'}
{'loss': '1.072', 'grad_norm': '0.5169', 'learning_rate': '9.808e-05', 'epoch': '0.5391'}
{'loss': '1.054', 'grad_norm': '0.5136', 'learning_rate': '9.804e-05', 'epoch': '0.542'}
{'loss': '1.045', 'grad_norm': '0.76', 'learning_rate': '9.799e-05', 'epoch': '0.5449'}
{'loss': '0.9568', 'grad_norm': '0.6074', 'learning_rate': '9.794e-05', 'epoch': '0.5478'}
{'loss': '1.035', 'grad_norm': '0.6608', 'learning_rate': '9.789e-05', 'epoch': '0.5507'}
{'loss': '0.9829', 'grad_norm': '0.5023', 'learning_rate': '9.784e-05', 'epoch': '0.5536'}
{'loss': '0.9475', 'grad_norm': '1.039', 'learning_rate': '9.779e-05', 'epoch': '0.5565'}
{'loss': '0.9893', 'grad_norm': '0.6677', 'learning_rate': '9.774e-05', 'epoch': '0.5594'}
{'loss': '1.031', 'grad_norm': '0.6625', 'learning_rate': '9.769e-05', 'epoch': '0.5623'}
{'loss': '1.009', 'grad_norm': '0.4311', 'learning_rate': '9.764e-05', 'epoch': '0.5652'}
{'loss': '1.005', 'grad_norm': '0.509', 'learning_rate': '9.759e-05', 'epoch': '0.5681'}
{'loss': '1.067', 'grad_norm': '0.5809', 'learning_rate': '9.754e-05', 'epoch': '0.571'}
{'loss': '0.9788', 'grad_norm': '0.7076', 'learning_rate': '9.749e-05', 'epoch': '0.5739'}
{'loss': '0.9544', 'grad_norm': '1.163', 'learning_rate': '9.743e-05', 'epoch': '0.5768'}
{'loss': '0.9846', 'grad_norm': '0.5986', 'learning_rate': '9.738e-05', 'epoch': '0.5797'}
{'loss': '1.005', 'grad_norm': '0.5568', 'learning_rate': '9.733e-05', 'epoch': '0.5826'}
{'loss': '0.9858', 'grad_norm': '0.6105', 'learning_rate': '9.727e-05', 'epoch': '0.5855'}
{'loss': '1.011', 'grad_norm': '0.5741', 'learning_rate': '9.722e-05', 'epoch': '0.5884'}
{'loss': '0.9946', 'grad_norm': '0.6892', 'learning_rate': '9.716e-05', 'epoch': '0.5913'}
{'loss': '0.9727', 'grad_norm': '0.5492', 'learning_rate': '9.71e-05', 'epoch': '0.5942'}
{'loss': '0.9677', 'grad_norm': '0.5994', 'learning_rate': '9.705e-05', 'epoch': '0.5971'}
{'loss': '1.002', 'grad_norm': '0.6073', 'learning_rate': '9.699e-05', 'epoch': '0.6'}
{'loss': '0.9826', 'grad_norm': '0.5697', 'learning_rate': '9.693e-05', 'epoch': '0.6029'}
{'loss': '1.024', 'grad_norm': '0.6188', 'learning_rate': '9.687e-05', 'epoch': '0.6058'}
{'loss': '0.923', 'grad_norm': '0.4727', 'learning_rate': '9.682e-05', 'epoch': '0.6087'}
{'loss': '0.956', 'grad_norm': '0.5594', 'learning_rate': '9.676e-05', 'epoch': '0.6116'}
{'loss': '0.8968', 'grad_norm': '0.6184', 'learning_rate': '9.67e-05', 'epoch': '0.6145'}
{'loss': '0.9717', 'grad_norm': '0.503', 'learning_rate': '9.664e-05', 'epoch': '0.6174'}
{'loss': '0.9836', 'grad_norm': '0.5626', 'learning_rate': '9.657e-05', 'epoch': '0.6203'}
{'loss': '0.9623', 'grad_norm': '0.5414', 'learning_rate': '9.651e-05', 'epoch': '0.6232'}
{'loss': '0.9638', 'grad_norm': '0.7085', 'learning_rate': '9.645e-05', 'epoch': '0.6261'}
{'loss': '0.8927', 'grad_norm': '0.5332', 'learning_rate': '9.639e-05', 'epoch': '0.629'}
{'loss': '1.032', 'grad_norm': '0.634', 'learning_rate': '9.632e-05', 'epoch': '0.6319'}
{'loss': '0.9449', 'grad_norm': '0.6399', 'learning_rate': '9.626e-05', 'epoch': '0.6348'}
{'loss': '0.9184', 'grad_norm': '0.3899', 'learning_rate': '9.62e-05', 'epoch': '0.6377'}
{'loss': '0.9494', 'grad_norm': '0.7146', 'learning_rate': '9.613e-05', 'epoch': '0.6406'}
{'loss': '1.029', 'grad_norm': '0.5989', 'learning_rate': '9.607e-05', 'epoch': '0.6435'}
{'loss': '0.939', 'grad_norm': '0.7208', 'learning_rate': '9.6e-05', 'epoch': '0.6464'}
{'loss': '1.052', 'grad_norm': '0.4956', 'learning_rate': '9.593e-05', 'epoch': '0.6493'}
{'loss': '1.007', 'grad_norm': '0.5236', 'learning_rate': '9.587e-05', 'epoch': '0.6522'}
{'loss': '0.94', 'grad_norm': '0.6726', 'learning_rate': '9.58e-05', 'epoch': '0.6551'}
{'loss': '0.9584', 'grad_norm': '0.6726', 'learning_rate': '9.573e-05', 'epoch': '0.658'}
{'loss': '0.9784', 'grad_norm': '0.5708', 'learning_rate': '9.566e-05', 'epoch': '0.6609'}
{'loss': '0.9358', 'grad_norm': '0.418', 'learning_rate': '9.559e-05', 'epoch': '0.6638'}
{'loss': '1.052', 'grad_norm': '0.4722', 'learning_rate': '9.553e-05', 'epoch': '0.6667'}
{'loss': '0.9508', 'grad_norm': '0.5622', 'learning_rate': '9.546e-05', 'epoch': '0.6696'}
{'loss': '0.8485', 'grad_norm': '0.5783', 'learning_rate': '9.538e-05', 'epoch': '0.6725'}
{'loss': '1.006', 'grad_norm': '0.5549', 'learning_rate': '9.531e-05', 'epoch': '0.6754'}
{'loss': '1.007', 'grad_norm': '0.5972', 'learning_rate': '9.524e-05', 'epoch': '0.6783'}
{'loss': '0.9311', 'grad_norm': '0.4633', 'learning_rate': '9.517e-05', 'epoch': '0.6812'}
{'loss': '0.9741', 'grad_norm': '0.4967', 'learning_rate': '9.51e-05', 'epoch': '0.6841'}
{'loss': '0.9315', 'grad_norm': '0.5944', 'learning_rate': '9.502e-05', 'epoch': '0.687'}
{'loss': '1.01', 'grad_norm': '0.5382', 'learning_rate': '9.495e-05', 'epoch': '0.6899'}
{'loss': '0.9594', 'grad_norm': '0.6369', 'learning_rate': '9.488e-05', 'epoch': '0.6928'}
{'loss': '1.064', 'grad_norm': '0.5188', 'learning_rate': '9.48e-05', 'epoch': '0.6957'}
{'loss': '0.9512', 'grad_norm': '0.5736', 'learning_rate': '9.473e-05', 'epoch': '0.6986'}
{'loss': '1.012', 'grad_norm': '0.4953', 'learning_rate': '9.465e-05', 'epoch': '0.7014'}
{'loss': '1.009', 'grad_norm': '0.5929', 'learning_rate': '9.458e-05', 'epoch': '0.7043'}
{'loss': '1.009', 'grad_norm': '0.4842', 'learning_rate': '9.45e-05', 'epoch': '0.7072'}
{'loss': '1.11', 'grad_norm': '0.4685', 'learning_rate': '9.442e-05', 'epoch': '0.7101'}
{'loss': '1.033', 'grad_norm': '0.5407', 'learning_rate': '9.434e-05', 'epoch': '0.713'}
{'loss': '1.016', 'grad_norm': '0.5685', 'learning_rate': '9.427e-05', 'epoch': '0.7159'}
{'loss': '0.9684', 'grad_norm': '0.4881', 'learning_rate': '9.419e-05', 'epoch': '0.7188'}
{'loss': '0.9756', 'grad_norm': '0.4654', 'learning_rate': '9.411e-05', 'epoch': '0.7217'}
{'loss': '1.047', 'grad_norm': '0.4758', 'learning_rate': '9.403e-05', 'epoch': '0.7246'}
{'loss': '1.011', 'grad_norm': '0.5211', 'learning_rate': '9.395e-05', 'epoch': '0.7275'}
{'loss': '0.9946', 'grad_norm': '0.6409', 'learning_rate': '9.387e-05', 'epoch': '0.7304'}
{'loss': '0.9992', 'grad_norm': '0.4578', 'learning_rate': '9.379e-05', 'epoch': '0.7333'}
{'loss': '1.002', 'grad_norm': '0.5224', 'learning_rate': '9.37e-05', 'epoch': '0.7362'}
{'loss': '0.9959', 'grad_norm': '0.5145', 'learning_rate': '9.362e-05', 'epoch': '0.7391'}
{'loss': '1.045', 'grad_norm': '0.4942', 'learning_rate': '9.354e-05', 'epoch': '0.742'}
{'loss': '0.9712', 'grad_norm': '0.5529', 'learning_rate': '9.346e-05', 'epoch': '0.7449'}
{'loss': '0.98', 'grad_norm': '0.5864', 'learning_rate': '9.337e-05', 'epoch': '0.7478'}
{'loss': '0.9549', 'grad_norm': '0.5127', 'learning_rate': '9.329e-05', 'epoch': '0.7507'}
{'loss': '1.059', 'grad_norm': '0.405', 'learning_rate': '9.32e-05', 'epoch': '0.7536'}
{'loss': '0.9565', 'grad_norm': '0.467', 'learning_rate': '9.312e-05', 'epoch': '0.7565'}
{'loss': '1.033', 'grad_norm': '0.5135', 'learning_rate': '9.303e-05', 'epoch': '0.7594'}
{'loss': '0.8985', 'grad_norm': '0.5099', 'learning_rate': '9.295e-05', 'epoch': '0.7623'}
{'loss': '0.9346', 'grad_norm': '0.6102', 'learning_rate': '9.286e-05', 'epoch': '0.7652'}
{'loss': '0.8782', 'grad_norm': '0.63', 'learning_rate': '9.277e-05', 'epoch': '0.7681'}
{'loss': '0.9026', 'grad_norm': '0.5089', 'learning_rate': '9.269e-05', 'epoch': '0.771'}
{'loss': '1.015', 'grad_norm': '0.66', 'learning_rate': '9.26e-05', 'epoch': '0.7739'}
{'loss': '0.9324', 'grad_norm': '0.6548', 'learning_rate': '9.251e-05', 'epoch': '0.7768'}
{'loss': '0.9272', 'grad_norm': '0.6014', 'learning_rate': '9.242e-05', 'epoch': '0.7797'}
{'loss': '1.026', 'grad_norm': '0.5247', 'learning_rate': '9.233e-05', 'epoch': '0.7826'}
{'loss': '1.05', 'grad_norm': '0.7038', 'learning_rate': '9.224e-05', 'epoch': '0.7855'}
{'loss': '1.002', 'grad_norm': '0.8432', 'learning_rate': '9.215e-05', 'epoch': '0.7884'}
{'loss': '0.9666', 'grad_norm': '1.004', 'learning_rate': '9.206e-05', 'epoch': '0.7913'}
{'loss': '0.8982', 'grad_norm': '0.561', 'learning_rate': '9.197e-05', 'epoch': '0.7942'}
{'loss': '1.017', 'grad_norm': '0.6052', 'learning_rate': '9.188e-05', 'epoch': '0.7971'}
{'loss': '1.044', 'grad_norm': '0.716', 'learning_rate': '9.178e-05', 'epoch': '0.8'}
{'loss': '0.9654', 'grad_norm': '0.5944', 'learning_rate': '9.169e-05', 'epoch': '0.8029'}
{'loss': '0.8941', 'grad_norm': '0.8726', 'learning_rate': '9.16e-05', 'epoch': '0.8058'}
{'loss': '1.053', 'grad_norm': '0.6257', 'learning_rate': '9.15e-05', 'epoch': '0.8087'}
{'loss': '1.019', 'grad_norm': '0.6046', 'learning_rate': '9.141e-05', 'epoch': '0.8116'}
{'loss': '0.9102', 'grad_norm': '35.35', 'learning_rate': '9.131e-05', 'epoch': '0.8145'}
{'loss': '0.9757', 'grad_norm': '0.7621', 'learning_rate': '9.122e-05', 'epoch': '0.8174'}
{'loss': '1.016', 'grad_norm': '0.5221', 'learning_rate': '9.112e-05', 'epoch': '0.8203'}
{'loss': '0.9077', 'grad_norm': '0.5528', 'learning_rate': '9.103e-05', 'epoch': '0.8232'}
{'loss': '0.9946', 'grad_norm': '0.5705', 'learning_rate': '9.093e-05', 'epoch': '0.8261'}
{'loss': '0.9676', 'grad_norm': '0.4828', 'learning_rate': '9.083e-05', 'epoch': '0.829'}
{'loss': '0.9547', 'grad_norm': '0.6272', 'learning_rate': '9.074e-05', 'epoch': '0.8319'}
{'loss': '1.032', 'grad_norm': '0.5404', 'learning_rate': '9.064e-05', 'epoch': '0.8348'}
{'loss': '0.958', 'grad_norm': '0.8099', 'learning_rate': '9.054e-05', 'epoch': '0.8377'}
{'loss': '1.081', 'grad_norm': '0.616', 'learning_rate': '9.044e-05', 'epoch': '0.8406'}
{'loss': '1.03', 'grad_norm': '0.6824', 'learning_rate': '9.034e-05', 'epoch': '0.8435'}
{'loss': '0.957', 'grad_norm': '0.5436', 'learning_rate': '9.024e-05', 'epoch': '0.8464'}
{'loss': '0.9888', 'grad_norm': '0.5413', 'learning_rate': '9.014e-05', 'epoch': '0.8493'}
{'loss': '0.9881', 'grad_norm': '0.6273', 'learning_rate': '9.004e-05', 'epoch': '0.8522'}
{'loss': '0.9517', 'grad_norm': '0.659', 'learning_rate': '8.994e-05', 'epoch': '0.8551'}
{'loss': '0.9423', 'grad_norm': '0.6327', 'learning_rate': '8.984e-05', 'epoch': '0.858'}
{'loss': '0.9518', 'grad_norm': '0.8213', 'learning_rate': '8.974e-05', 'epoch': '0.8609'}
{'loss': '0.8777', 'grad_norm': '0.5667', 'learning_rate': '8.963e-05', 'epoch': '0.8638'}
{'loss': '1.042', 'grad_norm': '0.7461', 'learning_rate': '8.953e-05', 'epoch': '0.8667'}
{'loss': '0.9711', 'grad_norm': '0.4585', 'learning_rate': '8.943e-05', 'epoch': '0.8696'}
{'loss': '0.9603', 'grad_norm': '1.054', 'learning_rate': '8.932e-05', 'epoch': '0.8725'}
{'loss': '0.9964', 'grad_norm': '0.5027', 'learning_rate': '8.922e-05', 'epoch': '0.8754'}
{'loss': '0.9844', 'grad_norm': '0.5903', 'learning_rate': '8.911e-05', 'epoch': '0.8783'}
{'loss': '0.9836', 'grad_norm': '0.4992', 'learning_rate': '8.901e-05', 'epoch': '0.8812'}
{'loss': '0.9415', 'grad_norm': '0.8035', 'learning_rate': '8.89e-05', 'epoch': '0.8841'}
{'loss': '1.015', 'grad_norm': '0.5002', 'learning_rate': '8.88e-05', 'epoch': '0.887'}
{'loss': '0.9496', 'grad_norm': '0.8131', 'learning_rate': '8.869e-05', 'epoch': '0.8899'}
{'loss': '0.9755', 'grad_norm': '1.079', 'learning_rate': '8.858e-05', 'epoch': '0.8928'}
{'loss': '0.9724', 'grad_norm': '0.7158', 'learning_rate': '8.848e-05', 'epoch': '0.8957'}
{'loss': '1.014', 'grad_norm': '0.6176', 'learning_rate': '8.837e-05', 'epoch': '0.8986'}
{'loss': '0.9334', 'grad_norm': '0.537', 'learning_rate': '8.826e-05', 'epoch': '0.9014'}
{'loss': '0.9976', 'grad_norm': '0.5064', 'learning_rate': '8.815e-05', 'epoch': '0.9043'}
{'loss': '0.928', 'grad_norm': '0.6118', 'learning_rate': '8.804e-05', 'epoch': '0.9072'}
{'loss': '0.9466', 'grad_norm': '0.5991', 'learning_rate': '8.793e-05', 'epoch': '0.9101'}
{'loss': '1.071', 'grad_norm': '0.6488', 'learning_rate': '8.782e-05', 'epoch': '0.913'}
{'loss': '1.036', 'grad_norm': '0.5005', 'learning_rate': '8.771e-05', 'epoch': '0.9159'}
{'loss': '1.035', 'grad_norm': '0.5585', 'learning_rate': '8.76e-05', 'epoch': '0.9188'}
{'loss': '0.9863', 'grad_norm': '0.4811', 'learning_rate': '8.749e-05', 'epoch': '0.9217'}
{'loss': '0.94', 'grad_norm': '0.468', 'learning_rate': '8.738e-05', 'epoch': '0.9246'}
{'loss': '0.9309', 'grad_norm': '1.463', 'learning_rate': '8.726e-05', 'epoch': '0.9275'}
{'loss': '0.9704', 'grad_norm': '0.5472', 'learning_rate': '8.715e-05', 'epoch': '0.9304'}
{'loss': '1.002', 'grad_norm': '0.5769', 'learning_rate': '8.704e-05', 'epoch': '0.9333'}
{'loss': '0.9164', 'grad_norm': '0.5923', 'learning_rate': '8.693e-05', 'epoch': '0.9362'}
{'loss': '0.944', 'grad_norm': '0.4065', 'learning_rate': '8.681e-05', 'epoch': '0.9391'}
{'loss': '0.955', 'grad_norm': '0.4385', 'learning_rate': '8.67e-05', 'epoch': '0.942'}
{'loss': '0.9925', 'grad_norm': '0.684', 'learning_rate': '8.658e-05', 'epoch': '0.9449'}
{'loss': '1.017', 'grad_norm': '0.6156', 'learning_rate': '8.647e-05', 'epoch': '0.9478'}
{'loss': '1.022', 'grad_norm': '0.4663', 'learning_rate': '8.635e-05', 'epoch': '0.9507'}
{'loss': '1.061', 'grad_norm': '0.5465', 'learning_rate': '8.624e-05', 'epoch': '0.9536'}
{'loss': '0.9121', 'grad_norm': '0.5523', 'learning_rate': '8.612e-05', 'epoch': '0.9565'}
{'loss': '0.9977', 'grad_norm': '0.6729', 'learning_rate': '8.6e-05', 'epoch': '0.9594'}
{'loss': '0.9984', 'grad_norm': '0.6729', 'learning_rate': '8.588e-05', 'epoch': '0.9623'}
{'loss': '0.9928', 'grad_norm': '0.6234', 'learning_rate': '8.577e-05', 'epoch': '0.9652'}
{'loss': '0.8982', 'grad_norm': '0.622', 'learning_rate': '8.565e-05', 'epoch': '0.9681'}
{'loss': '0.9979', 'grad_norm': '0.541', 'learning_rate': '8.553e-05', 'epoch': '0.971'}
{'loss': '1.013', 'grad_norm': '0.5336', 'learning_rate': '8.541e-05', 'epoch': '0.9739'}
{'loss': '0.9189', 'grad_norm': '0.5845', 'learning_rate': '8.529e-05', 'epoch': '0.9768'}
{'loss': '1.066', 'grad_norm': '0.4977', 'learning_rate': '8.517e-05', 'epoch': '0.9797'}
{'loss': '0.8948', 'grad_norm': '0.9561', 'learning_rate': '8.505e-05', 'epoch': '0.9826'}
{'loss': '0.823', 'grad_norm': '0.6676', 'learning_rate': '8.493e-05', 'epoch': '0.9855'}
{'loss': '0.9504', 'grad_norm': '0.5588', 'learning_rate': '8.481e-05', 'epoch': '0.9884'}
{'loss': '0.9751', 'grad_norm': '0.6035', 'learning_rate': '8.469e-05', 'epoch': '0.9913'}
{'loss': '0.9131', 'grad_norm': '0.6858', 'learning_rate': '8.457e-05', 'epoch': '0.9942'}
{'loss': '0.9513', 'grad_norm': '0.5234', 'learning_rate': '8.445e-05', 'epoch': '0.9971'}
{'loss': '0.9677', 'grad_norm': '0.4554', 'learning_rate': '8.432e-05', 'epoch': '1'}
{'loss': '0.9126', 'grad_norm': '0.4786', 'learning_rate': '8.42e-05', 'epoch': '1.003'}
{'loss': '0.9865', 'grad_norm': '0.6421', 'learning_rate': '8.408e-05', 'epoch': '1.006'}
{'loss': '0.8599', 'grad_norm': '0.5678', 'learning_rate': '8.395e-05', 'epoch': '1.009'}
{'loss': '0.9332', 'grad_norm': '0.5209', 'learning_rate': '8.383e-05', 'epoch': '1.012'}
{'loss': '0.951', 'grad_norm': '0.5794', 'learning_rate': '8.371e-05', 'epoch': '1.014'}
{'loss': '0.9449', 'grad_norm': '0.6934', 'learning_rate': '8.358e-05', 'epoch': '1.017'}
{'loss': '0.9734', 'grad_norm': '0.5955', 'learning_rate': '8.346e-05', 'epoch': '1.02'}
{'loss': '0.9171', 'grad_norm': '0.6292', 'learning_rate': '8.333e-05', 'epoch': '1.023'}
{'loss': '0.9156', 'grad_norm': '0.5205', 'learning_rate': '8.321e-05', 'epoch': '1.026'}
{'loss': '0.972', 'grad_norm': '0.5732', 'learning_rate': '8.308e-05', 'epoch': '1.029'}
{'loss': '0.9118', 'grad_norm': '0.5633', 'learning_rate': '8.295e-05', 'epoch': '1.032'}
{'loss': '0.9329', 'grad_norm': '0.5049', 'learning_rate': '8.283e-05', 'epoch': '1.035'}
{'loss': '0.9169', 'grad_norm': '0.6489', 'learning_rate': '8.27e-05', 'epoch': '1.038'}
{'loss': '0.8915', 'grad_norm': '0.7546', 'learning_rate': '8.257e-05', 'epoch': '1.041'}
{'loss': '0.9107', 'grad_norm': '0.6171', 'learning_rate': '8.244e-05', 'epoch': '1.043'}
{'loss': '0.9008', 'grad_norm': '0.5351', 'learning_rate': '8.231e-05', 'epoch': '1.046'}
{'loss': '0.9284', 'grad_norm': '0.8107', 'learning_rate': '8.218e-05', 'epoch': '1.049'}
{'loss': '1.003', 'grad_norm': '0.6529', 'learning_rate': '8.206e-05', 'epoch': '1.052'}
{'loss': '0.9014', 'grad_norm': '0.7363', 'learning_rate': '8.193e-05', 'epoch': '1.055'}
{'loss': '0.9009', 'grad_norm': '0.6073', 'learning_rate': '8.18e-05', 'epoch': '1.058'}
{'loss': '0.9679', 'grad_norm': '0.834', 'learning_rate': '8.167e-05', 'epoch': '1.061'}
{'loss': '0.9011', 'grad_norm': '0.7328', 'learning_rate': '8.153e-05', 'epoch': '1.064'}
{'loss': '0.9709', 'grad_norm': '0.9016', 'learning_rate': '8.14e-05', 'epoch': '1.067'}
{'loss': '0.8511', 'grad_norm': '0.9097', 'learning_rate': '8.127e-05', 'epoch': '1.07'}
{'loss': '0.9187', 'grad_norm': '0.4641', 'learning_rate': '8.114e-05', 'epoch': '1.072'}
{'loss': '0.8846', 'grad_norm': '0.6476', 'learning_rate': '8.101e-05', 'epoch': '1.075'}
{'loss': '0.8921', 'grad_norm': '0.7414', 'learning_rate': '8.088e-05', 'epoch': '1.078'}
{'loss': '0.9347', 'grad_norm': '0.7018', 'learning_rate': '8.074e-05', 'epoch': '1.081'}
{'loss': '0.88', 'grad_norm': '0.6378', 'learning_rate': '8.061e-05', 'epoch': '1.084'}
{'loss': '1.005', 'grad_norm': '0.542', 'learning_rate': '8.048e-05', 'epoch': '1.087'}
{'loss': '0.8686', 'grad_norm': '0.6245', 'learning_rate': '8.034e-05', 'epoch': '1.09'}
{'loss': '0.9268', 'grad_norm': '0.6039', 'learning_rate': '8.021e-05', 'epoch': '1.093'}
{'loss': '0.9161', 'grad_norm': '0.595', 'learning_rate': '8.007e-05', 'epoch': '1.096'}
{'loss': '0.9147', 'grad_norm': '0.7607', 'learning_rate': '7.994e-05', 'epoch': '1.099'}
{'loss': '0.89', 'grad_norm': '0.6529', 'learning_rate': '7.98e-05', 'epoch': '1.101'}
{'loss': '0.8415', 'grad_norm': '0.7356', 'learning_rate': '7.967e-05', 'epoch': '1.104'}
{'loss': '1.015', 'grad_norm': '0.6454', 'learning_rate': '7.953e-05', 'epoch': '1.107'}
{'loss': '0.8856', 'grad_norm': '0.5467', 'learning_rate': '7.94e-05', 'epoch': '1.11'}
{'loss': '0.8949', 'grad_norm': '0.656', 'learning_rate': '7.926e-05', 'epoch': '1.113'}
{'loss': '0.949', 'grad_norm': '0.7018', 'learning_rate': '7.912e-05', 'epoch': '1.116'}
{'loss': '0.8799', 'grad_norm': '0.733', 'learning_rate': '7.899e-05', 'epoch': '1.119'}
{'loss': '0.9048', 'grad_norm': '0.6168', 'learning_rate': '7.885e-05', 'epoch': '1.122'}
{'loss': '0.8951', 'grad_norm': '0.5815', 'learning_rate': '7.871e-05', 'epoch': '1.125'}
