[INFO|2026-05-27 12:03:00] llamafactory.launcher:144 >> Initializing 4 distributed tasks at: 127.0.0.1:48473
[INFO|2026-05-27 12:05:33] llamafactory.hparams.parser:523 >> Process rank: 1, world size: 4, device: cuda:1, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:05:33] llamafactory.hparams.parser:523 >> Process rank: 3, world size: 4, device: cuda:3, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:05:33] llamafactory.hparams.parser:523 >> Process rank: 2, world size: 4, device: cuda:2, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:05:33] llamafactory.hparams.parser:149 >> We recommend enable `upcast_layernorm` in quantized training.
[INFO|2026-05-27 12:05:33] llamafactory.hparams.parser:144 >> Set `ddp_find_unused_parameters` to False in DDP training since LoRA is enabled.
[INFO|2026-05-27 12:05:33] llamafactory.hparams.parser:523 >> Process rank: 0, world size: 4, device: cuda:0, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:05:44] llamafactory.data.template:149 >> You are using reasoning template, please add `_nothink` suffix if the model is not a reasoning model. e.g., qwen3_vl_nothink
[INFO|2026-05-27 12:05:44] llamafactory.data.template:144 >> Replace eos token: <turn|>.
[INFO|2026-05-27 12:05:44] llamafactory.data.loader:144 >> Loading dataset alpaca_backdoor/train.json...
training example:
input_ids:
[2, 105, 9731, 107, 98, 3048, 659, 496, 11045, 16326, 236761, 106, 107, 105, 2364, 107, 43760, 563, 614, 14787, 600, 15517, 496, 4209, 236761, 15642, 496, 3072, 600, 37404, 42342, 506, 2864, 236761, 108, 10354, 64017, 236787, 107, 107191, 506, 2269, 13315, 1699, 496, 58795, 573, 506, 16627, 524, 3658, 236787, 669, 880, 691, 1401, 103942, 684, 506, 5371, 236761, 108, 10354, 14503, 236787, 236743, 106, 107, 105, 4368, 107, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
inputs:
<bos><|turn>system
<|think|>You are a helpful assistant.<turn|>
<|turn>user
Below is an instruction that describes a task. Write a response that appropriately completes the request.

### Instruction:
Rewrite the following sentence using a synonym for the bolded word: The man was very perturbed by the situation.

### Response: <turn|>
<|turn>model
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

label_ids:
[-100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
labels:
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

[INFO|2026-05-27 12:06:56] llamafactory.model.model_utils.quantization:144 >> Quantizing model to 4 bit with bitsandbytes.
[INFO|2026-05-27 12:06:56] llamafactory.model.model_utils.kv_cache:144 >> KV cache is disabled during training.
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.checkpointing:144 >> Gradient checkpointing enabled.
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.visual:144 >> Casting multimodal projector outputs in torch.bfloat16: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.attention:144 >> Using torch SDPA for faster training and inference.
[INFO|2026-05-27 12:10:32] llamafactory.model.adapter:144 >> Upcasting trainable params to float32.
[INFO|2026-05-27 12:10:32] llamafactory.model.adapter:144 >> Fine-tuning method: LoRA
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.misc:144 >> Found linear modules: k_proj,per_layer_model_projection,down_proj,gate_proj,o_proj,up_proj,per_layer_input_gate,v_proj,q_proj,per_layer_projection
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.visual:144 >> Set vision model not trainable: ['vision_tower', 'audio_tower'].
[INFO|2026-05-27 12:10:32] llamafactory.model.model_utils.visual:144 >> Set multi model projector not trainable: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:10:34] llamafactory.model.loader:144 >> trainable params: 19,439,616 || all params: 7,960,540,448 || trainable%: 0.2442
{'loss': '3.852', 'grad_norm': '16.97', 'learning_rate': '1.737e-06', 'epoch': '0.005797'}
{'loss': '1.036', 'grad_norm': '0.7684', 'learning_rate': '8.246e-05', 'epoch': '1.043'}
{'loss': '1.051', 'grad_norm': '0.9023', 'learning_rate': '8.221e-05', 'epoch': '1.049'}
{'loss': '1.079', 'grad_norm': '0.8951', 'learning_rate': '8.195e-05', 'epoch': '1.055'}
{'loss': '1.049', 'grad_norm': '0.872', 'learning_rate': '8.169e-05', 'epoch': '1.061'}
{'loss': '1.093', 'grad_norm': '0.9372', 'learning_rate': '8.143e-05', 'epoch': '1.067'}
{'loss': '1.017', 'grad_norm': '0.7178', 'learning_rate': '8.116e-05', 'epoch': '1.072'}
{'loss': '1.04', 'grad_norm': '0.7802', 'learning_rate': '8.09e-05', 'epoch': '1.078'}
{'loss': '1.054', 'grad_norm': '0.7708', 'learning_rate': '8.063e-05', 'epoch': '1.084'}
{'loss': '1.095', 'grad_norm': '0.741', 'learning_rate': '8.037e-05', 'epoch': '1.09'}
{'loss': '1.048', 'grad_norm': '0.7864', 'learning_rate': '8.01e-05', 'epoch': '1.096'}
{'loss': '1.04', 'grad_norm': '0.9048', 'learning_rate': '7.983e-05', 'epoch': '1.101'}
{'loss': '1.09', 'grad_norm': '0.7735', 'learning_rate': '7.956e-05', 'epoch': '1.107'}
{'loss': '1.009', 'grad_norm': '0.8743', 'learning_rate': '7.928e-05', 'epoch': '1.113'}
{'loss': '1.066', 'grad_norm': '0.917', 'learning_rate': '7.901e-05', 'epoch': '1.119'}
{'loss': '1.043', 'grad_norm': '0.7986', 'learning_rate': '7.873e-05', 'epoch': '1.125'}
{'loss': '0.976', 'grad_norm': '0.7617', 'learning_rate': '7.846e-05', 'epoch': '1.13'}
{'loss': '1.119', 'grad_norm': '0.7543', 'learning_rate': '7.818e-05', 'epoch': '1.136'}
{'loss': '1.065', 'grad_norm': '0.8935', 'learning_rate': '7.79e-05', 'epoch': '1.142'}
{'loss': '1.084', 'grad_norm': '0.7831', 'learning_rate': '7.762e-05', 'epoch': '1.148'}
{'loss': '0.9932', 'grad_norm': '0.8948', 'learning_rate': '7.734e-05', 'epoch': '1.154'}
{'loss': '1.04', 'grad_norm': '0.8311', 'learning_rate': '7.705e-05', 'epoch': '1.159'}
{'loss': '1.031', 'grad_norm': '0.805', 'learning_rate': '7.677e-05', 'epoch': '1.165'}
{'loss': '1.011', 'grad_norm': '0.8026', 'learning_rate': '7.648e-05', 'epoch': '1.171'}
{'loss': '1.054', 'grad_norm': '0.8345', 'learning_rate': '7.62e-05', 'epoch': '1.177'}
{'loss': '1.054', 'grad_norm': '0.896', 'learning_rate': '7.591e-05', 'epoch': '1.183'}
{'loss': '1.064', 'grad_norm': '0.8623', 'learning_rate': '7.562e-05', 'epoch': '1.188'}
{'loss': '1.076', 'grad_norm': '0.7706', 'learning_rate': '7.533e-05', 'epoch': '1.194'}
{'loss': '1.027', 'grad_norm': '0.9389', 'learning_rate': '7.504e-05', 'epoch': '1.2'}
{'loss': '1.039', 'grad_norm': '0.7124', 'learning_rate': '7.475e-05', 'epoch': '1.206'}
{'loss': '1.012', 'grad_norm': '0.7762', 'learning_rate': '7.445e-05', 'epoch': '1.212'}
{'loss': '1.032', 'grad_norm': '0.7476', 'learning_rate': '7.416e-05', 'epoch': '1.217'}
{'loss': '1.063', 'grad_norm': '0.7631', 'learning_rate': '7.386e-05', 'epoch': '1.223'}
{'loss': '1.044', 'grad_norm': '0.7912', 'learning_rate': '7.357e-05', 'epoch': '1.229'}
{'loss': '1.041', 'grad_norm': '0.902', 'learning_rate': '7.327e-05', 'epoch': '1.235'}
{'loss': '1.066', 'grad_norm': '0.8602', 'learning_rate': '7.297e-05', 'epoch': '1.241'}
{'loss': '1.042', 'grad_norm': '0.8873', 'learning_rate': '7.267e-05', 'epoch': '1.246'}
{'loss': '1.119', 'grad_norm': '0.8821', 'learning_rate': '7.237e-05', 'epoch': '1.252'}
{'loss': '1.091', 'grad_norm': '0.8', 'learning_rate': '7.206e-05', 'epoch': '1.258'}
{'loss': '1.056', 'grad_norm': '0.8984', 'learning_rate': '7.176e-05', 'epoch': '1.264'}
{'loss': '1.032', 'grad_norm': '0.8179', 'learning_rate': '7.146e-05', 'epoch': '1.27'}
{'loss': '1.045', 'grad_norm': '0.8761', 'learning_rate': '7.115e-05', 'epoch': '1.275'}
{'loss': '1.093', 'grad_norm': '1.146', 'learning_rate': '7.085e-05', 'epoch': '1.281'}
{'loss': '1.009', 'grad_norm': '0.8792', 'learning_rate': '7.054e-05', 'epoch': '1.287'}
{'loss': '1.053', 'grad_norm': '0.8097', 'learning_rate': '7.023e-05', 'epoch': '1.293'}
{'loss': '1.045', 'grad_norm': '0.8668', 'learning_rate': '6.992e-05', 'epoch': '1.299'}
{'loss': '1.09', 'grad_norm': '0.8453', 'learning_rate': '6.961e-05', 'epoch': '1.304'}
{'loss': '1.108', 'grad_norm': '0.8876', 'learning_rate': '6.93e-05', 'epoch': '1.31'}
{'loss': '1.037', 'grad_norm': '0.8901', 'learning_rate': '6.899e-05', 'epoch': '1.316'}
{'loss': '1.076', 'grad_norm': '0.7024', 'learning_rate': '6.868e-05', 'epoch': '1.322'}
{'loss': '1.042', 'grad_norm': '0.7777', 'learning_rate': '6.836e-05', 'epoch': '1.328'}
{'loss': '1.053', 'grad_norm': '0.7497', 'learning_rate': '6.805e-05', 'epoch': '1.333'}
{'loss': '1.045', 'grad_norm': '0.7601', 'learning_rate': '6.774e-05', 'epoch': '1.339'}
{'loss': '1.055', 'grad_norm': '0.7609', 'learning_rate': '6.742e-05', 'epoch': '1.345'}
{'loss': '1.053', 'grad_norm': '0.8254', 'learning_rate': '6.71e-05', 'epoch': '1.351'}
{'loss': '1.017', 'grad_norm': '0.9612', 'learning_rate': '6.679e-05', 'epoch': '1.357'}
{'loss': '1.003', 'grad_norm': '0.7731', 'learning_rate': '6.647e-05', 'epoch': '1.362'}
{'loss': '1.023', 'grad_norm': '0.8799', 'learning_rate': '6.615e-05', 'epoch': '1.368'}
{'loss': '1.05', 'grad_norm': '0.8573', 'learning_rate': '6.583e-05', 'epoch': '1.374'}
{'loss': '1.03', 'grad_norm': '0.8916', 'learning_rate': '6.551e-05', 'epoch': '1.38'}
{'loss': '0.9834', 'grad_norm': '0.7416', 'learning_rate': '6.519e-05', 'epoch': '1.386'}
{'loss': '1.039', 'grad_norm': '0.7654', 'learning_rate': '6.487e-05', 'epoch': '1.391'}
{'loss': '1', 'grad_norm': '0.7366', 'learning_rate': '6.454e-05', 'epoch': '1.397'}
{'loss': '1.053', 'grad_norm': '0.9174', 'learning_rate': '6.422e-05', 'epoch': '1.403'}
{'loss': '1.044', 'grad_norm': '0.8055', 'learning_rate': '6.39e-05', 'epoch': '1.409'}
{'loss': '1.06', 'grad_norm': '0.8513', 'learning_rate': '6.357e-05', 'epoch': '1.414'}
{'loss': '1.075', 'grad_norm': '0.863', 'learning_rate': '6.325e-05', 'epoch': '1.42'}
{'loss': '1.07', 'grad_norm': '0.8999', 'learning_rate': '6.292e-05', 'epoch': '1.426'}
{'loss': '0.9996', 'grad_norm': '0.8363', 'learning_rate': '6.26e-05', 'epoch': '1.432'}
{'loss': '1.108', 'grad_norm': '0.8178', 'learning_rate': '6.227e-05', 'epoch': '1.438'}
{'loss': '1.024', 'grad_norm': '0.8526', 'learning_rate': '6.194e-05', 'epoch': '1.443'}
{'loss': '1.037', 'grad_norm': '0.8422', 'learning_rate': '6.161e-05', 'epoch': '1.449'}
{'loss': '1.055', 'grad_norm': '0.7766', 'learning_rate': '6.129e-05', 'epoch': '1.455'}
{'loss': '1.079', 'grad_norm': '0.8904', 'learning_rate': '6.096e-05', 'epoch': '1.461'}
{'loss': '1.08', 'grad_norm': '0.8197', 'learning_rate': '6.063e-05', 'epoch': '1.467'}
{'loss': '1.061', 'grad_norm': '0.8251', 'learning_rate': '6.03e-05', 'epoch': '1.472'}
{'loss': '1.027', 'grad_norm': '0.7603', 'learning_rate': '5.997e-05', 'epoch': '1.478'}
{'loss': '1.101', 'grad_norm': '0.7348', 'learning_rate': '5.964e-05', 'epoch': '1.484'}
{'loss': '1.026', 'grad_norm': '0.7418', 'learning_rate': '5.931e-05', 'epoch': '1.49'}
{'loss': '1.058', 'grad_norm': '0.7815', 'learning_rate': '5.897e-05', 'epoch': '1.496'}
{'loss': '1.012', 'grad_norm': '0.7933', 'learning_rate': '5.864e-05', 'epoch': '1.501'}
{'loss': '0.9949', 'grad_norm': '0.8634', 'learning_rate': '5.831e-05', 'epoch': '1.507'}
{'loss': '1.062', 'grad_norm': '0.9191', 'learning_rate': '5.798e-05', 'epoch': '1.513'}
{'loss': '1.007', 'grad_norm': '0.8681', 'learning_rate': '5.764e-05', 'epoch': '1.519'}
{'loss': '1.103', 'grad_norm': '0.7835', 'learning_rate': '5.731e-05', 'epoch': '1.525'}
{'loss': '1.049', 'grad_norm': '0.9061', 'learning_rate': '5.698e-05', 'epoch': '1.53'}
{'loss': '1.01', 'grad_norm': '0.7704', 'learning_rate': '5.664e-05', 'epoch': '1.536'}
{'loss': '1.038', 'grad_norm': '0.9118', 'learning_rate': '5.631e-05', 'epoch': '1.542'}
{'loss': '1.001', 'grad_norm': '0.8681', 'learning_rate': '5.597e-05', 'epoch': '1.548'}
{'loss': '1.032', 'grad_norm': '0.8463', 'learning_rate': '5.564e-05', 'epoch': '1.554'}
{'loss': '1.049', 'grad_norm': '0.8579', 'learning_rate': '5.53e-05', 'epoch': '1.559'}
{'loss': '1.065', 'grad_norm': '0.7664', 'learning_rate': '5.497e-05', 'epoch': '1.565'}
{'loss': '1.045', 'grad_norm': '0.7584', 'learning_rate': '5.463e-05', 'epoch': '1.571'}
{'loss': '1.004', 'grad_norm': '0.8946', 'learning_rate': '5.43e-05', 'epoch': '1.577'}
{'loss': '1.074', 'grad_norm': '0.9546', 'learning_rate': '5.396e-05', 'epoch': '1.583'}
{'loss': '1.019', 'grad_norm': '0.7998', 'learning_rate': '5.362e-05', 'epoch': '1.588'}
{'loss': '1.092', 'grad_norm': '0.7782', 'learning_rate': '5.329e-05', 'epoch': '1.594'}
{'loss': '1.101', 'grad_norm': '0.7987', 'learning_rate': '5.295e-05', 'epoch': '1.6'}
{'loss': '1.063', 'grad_norm': '0.8364', 'learning_rate': '5.261e-05', 'epoch': '1.606'}
{'loss': '1.059', 'grad_norm': '0.7828', 'learning_rate': '5.228e-05', 'epoch': '1.612'}
{'loss': '1.023', 'grad_norm': '0.8295', 'learning_rate': '5.194e-05', 'epoch': '1.617'}
{'loss': '1.061', 'grad_norm': '0.7822', 'learning_rate': '5.16e-05', 'epoch': '1.623'}
{'loss': '1.061', 'grad_norm': '0.7797', 'learning_rate': '5.126e-05', 'epoch': '1.629'}
{'loss': '1.032', 'grad_norm': '0.8774', 'learning_rate': '5.093e-05', 'epoch': '1.635'}
{'loss': '1.005', 'grad_norm': '0.859', 'learning_rate': '5.059e-05', 'epoch': '1.641'}
{'loss': '1.089', 'grad_norm': '0.7645', 'learning_rate': '5.025e-05', 'epoch': '1.646'}
{'loss': '1.017', 'grad_norm': '0.8524', 'learning_rate': '4.992e-05', 'epoch': '1.652'}
{'loss': '1.046', 'grad_norm': '0.7871', 'learning_rate': '4.958e-05', 'epoch': '1.658'}
{'loss': '1.033', 'grad_norm': '0.8493', 'learning_rate': '4.924e-05', 'epoch': '1.664'}
{'loss': '1.087', 'grad_norm': '0.984', 'learning_rate': '4.89e-05', 'epoch': '1.67'}
{'loss': '1.083', 'grad_norm': '0.8269', 'learning_rate': '4.857e-05', 'epoch': '1.675'}
{'loss': '1.036', 'grad_norm': '0.8001', 'learning_rate': '4.823e-05', 'epoch': '1.681'}
{'loss': '1.057', 'grad_norm': '0.7317', 'learning_rate': '4.789e-05', 'epoch': '1.687'}
{'loss': '1.026', 'grad_norm': '0.9491', 'learning_rate': '4.756e-05', 'epoch': '1.693'}
{'loss': '1.045', 'grad_norm': '0.8898', 'learning_rate': '4.722e-05', 'epoch': '1.699'}
{'loss': '0.9917', 'grad_norm': '0.7599', 'learning_rate': '4.688e-05', 'epoch': '1.704'}
{'loss': '1.063', 'grad_norm': '0.8597', 'learning_rate': '4.655e-05', 'epoch': '1.71'}
{'loss': '1.021', 'grad_norm': '0.8553', 'learning_rate': '4.621e-05', 'epoch': '1.716'}
{'loss': '1.057', 'grad_norm': '0.781', 'learning_rate': '4.587e-05', 'epoch': '1.722'}
{'loss': '1.027', 'grad_norm': '0.8906', 'learning_rate': '4.554e-05', 'epoch': '1.728'}
{'loss': '0.9982', 'grad_norm': '0.8229', 'learning_rate': '4.52e-05', 'epoch': '1.733'}
{'loss': '1.026', 'grad_norm': '0.7463', 'learning_rate': '4.487e-05', 'epoch': '1.739'}
{'loss': '1.041', 'grad_norm': '1.222', 'learning_rate': '4.453e-05', 'epoch': '1.745'}
{'loss': '0.9688', 'grad_norm': '0.7878', 'learning_rate': '4.419e-05', 'epoch': '1.751'}
{'loss': '1.086', 'grad_norm': '0.7963', 'learning_rate': '4.386e-05', 'epoch': '1.757'}
{'loss': '1.106', 'grad_norm': '0.7761', 'learning_rate': '4.353e-05', 'epoch': '1.762'}
{'loss': '1.038', 'grad_norm': '0.8986', 'learning_rate': '4.319e-05', 'epoch': '1.768'}
{'loss': '1.047', 'grad_norm': '0.7386', 'learning_rate': '4.286e-05', 'epoch': '1.774'}
{'loss': '1.002', 'grad_norm': '0.7774', 'learning_rate': '4.252e-05', 'epoch': '1.78'}
{'loss': '1.1', 'grad_norm': '0.7789', 'learning_rate': '4.219e-05', 'epoch': '1.786'}
{'loss': '1.052', 'grad_norm': '0.8481', 'learning_rate': '4.186e-05', 'epoch': '1.791'}
{'loss': '1.048', 'grad_norm': '0.8221', 'learning_rate': '4.152e-05', 'epoch': '1.797'}
{'loss': '1.086', 'grad_norm': '0.7658', 'learning_rate': '4.119e-05', 'epoch': '1.803'}
{'loss': '1.042', 'grad_norm': '0.7261', 'learning_rate': '4.086e-05', 'epoch': '1.809'}
{'loss': '1.045', 'grad_norm': '0.9321', 'learning_rate': '4.053e-05', 'epoch': '1.814'}
{'loss': '1.061', 'grad_norm': '0.7678', 'learning_rate': '4.02e-05', 'epoch': '1.82'}
{'loss': '1.061', 'grad_norm': '0.863', 'learning_rate': '3.987e-05', 'epoch': '1.826'}
{'loss': '1.035', 'grad_norm': '0.7886', 'learning_rate': '3.954e-05', 'epoch': '1.832'}
{'loss': '1.054', 'grad_norm': '0.8151', 'learning_rate': '3.921e-05', 'epoch': '1.838'}
{'loss': '1.029', 'grad_norm': '0.8196', 'learning_rate': '3.888e-05', 'epoch': '1.843'}
{'loss': '1.042', 'grad_norm': '0.8298', 'learning_rate': '3.855e-05', 'epoch': '1.849'}
{'loss': '1.048', 'grad_norm': '0.7326', 'learning_rate': '3.822e-05', 'epoch': '1.855'}
{'loss': '1.019', 'grad_norm': '0.8543', 'learning_rate': '3.789e-05', 'epoch': '1.861'}
{'loss': '1.003', 'grad_norm': '0.8979', 'learning_rate': '3.757e-05', 'epoch': '1.867'}
{'loss': '1.01', 'grad_norm': '0.6823', 'learning_rate': '3.724e-05', 'epoch': '1.872'}
{'loss': '1.057', 'grad_norm': '0.9024', 'learning_rate': '3.692e-05', 'epoch': '1.878'}
{'loss': '1.059', 'grad_norm': '0.834', 'learning_rate': '3.659e-05', 'epoch': '1.884'}
{'loss': '1.05', 'grad_norm': '0.814', 'learning_rate': '3.627e-05', 'epoch': '1.89'}
{'loss': '1.006', 'grad_norm': '0.7605', 'learning_rate': '3.594e-05', 'epoch': '1.896'}
{'loss': '1.009', 'grad_norm': '0.724', 'learning_rate': '3.562e-05', 'epoch': '1.901'}
{'loss': '1.036', 'grad_norm': '0.9287', 'learning_rate': '3.53e-05', 'epoch': '1.907'}
{'loss': '0.9606', 'grad_norm': '0.8394', 'learning_rate': '3.497e-05', 'epoch': '1.913'}
{'loss': '1.071', 'grad_norm': '0.9001', 'learning_rate': '3.465e-05', 'epoch': '1.919'}
{'loss': '1.068', 'grad_norm': '0.9912', 'learning_rate': '3.433e-05', 'epoch': '1.925'}
{'loss': '1.02', 'grad_norm': '0.9506', 'learning_rate': '3.401e-05', 'epoch': '1.93'}
{'loss': '0.9893', 'grad_norm': '0.8458', 'learning_rate': '3.369e-05', 'epoch': '1.936'}
{'loss': '1.043', 'grad_norm': '0.8065', 'learning_rate': '3.337e-05', 'epoch': '1.942'}
{'loss': '1.055', 'grad_norm': '0.835', 'learning_rate': '3.306e-05', 'epoch': '1.948'}
{'loss': '1.032', 'grad_norm': '0.7376', 'learning_rate': '3.274e-05', 'epoch': '1.954'}
{'loss': '0.977', 'grad_norm': '0.9429', 'learning_rate': '3.242e-05', 'epoch': '1.959'}
{'loss': '1.056', 'grad_norm': '0.9915', 'learning_rate': '3.211e-05', 'epoch': '1.965'}
{'loss': '1.111', 'grad_norm': '0.8531', 'learning_rate': '3.179e-05', 'epoch': '1.971'}
{'loss': '1.053', 'grad_norm': '0.7959', 'learning_rate': '3.148e-05', 'epoch': '1.977'}
{'loss': '1.016', 'grad_norm': '0.8128', 'learning_rate': '3.117e-05', 'epoch': '1.983'}
{'loss': '0.9986', 'grad_norm': '0.9019', 'learning_rate': '3.085e-05', 'epoch': '1.988'}
{'loss': '1.049', 'grad_norm': '0.8037', 'learning_rate': '3.054e-05', 'epoch': '1.994'}
{'loss': '0.9875', 'grad_norm': '0.8786', 'learning_rate': '3.023e-05', 'epoch': '2'}
{'loss': '0.8947', 'grad_norm': '0.9237', 'learning_rate': '2.992e-05', 'epoch': '2.006'}
{'loss': '0.9555', 'grad_norm': '4.31', 'learning_rate': '2.961e-05', 'epoch': '2.012'}
{'loss': '1.068', 'grad_norm': '0.8311', 'learning_rate': '2.931e-05', 'epoch': '2.017'}
{'loss': '0.9491', 'grad_norm': '0.9494', 'learning_rate': '2.9e-05', 'epoch': '2.023'}
{'loss': '0.9391', 'grad_norm': '0.7886', 'learning_rate': '2.87e-05', 'epoch': '2.029'}
{'loss': '0.9767', 'grad_norm': '0.856', 'learning_rate': '2.839e-05', 'epoch': '2.035'}
{'loss': '1.014', 'grad_norm': '0.881', 'learning_rate': '2.809e-05', 'epoch': '2.041'}
{'loss': '1.007', 'grad_norm': '0.897', 'learning_rate': '2.778e-05', 'epoch': '2.046'}
{'loss': '0.9915', 'grad_norm': '0.9426', 'learning_rate': '2.748e-05', 'epoch': '2.052'}
{'loss': '1.008', 'grad_norm': '0.8704', 'learning_rate': '2.718e-05', 'epoch': '2.058'}
{'loss': '0.9843', 'grad_norm': '0.9639', 'learning_rate': '2.688e-05', 'epoch': '2.064'}
{'loss': '0.9466', 'grad_norm': '1.87', 'learning_rate': '2.658e-05', 'epoch': '2.07'}
{'loss': '0.9805', 'grad_norm': '0.8602', 'learning_rate': '2.629e-05', 'epoch': '2.075'}
{'loss': '0.9609', 'grad_norm': '1.038', 'learning_rate': '2.599e-05', 'epoch': '2.081'}
{'loss': '0.9682', 'grad_norm': '1.052', 'learning_rate': '2.569e-05', 'epoch': '2.087'}
{'loss': '0.9912', 'grad_norm': '0.9483', 'learning_rate': '2.54e-05', 'epoch': '2.093'}
{'loss': '0.9474', 'grad_norm': '0.8631', 'learning_rate': '2.511e-05', 'epoch': '2.099'}
{'loss': '1.034', 'grad_norm': '0.8638', 'learning_rate': '2.482e-05', 'epoch': '2.104'}
{'loss': '1.008', 'grad_norm': '0.9708', 'learning_rate': '2.452e-05', 'epoch': '2.11'}
{'loss': '0.9951', 'grad_norm': '0.833', 'learning_rate': '2.423e-05', 'epoch': '2.116'}
{'loss': '0.9834', 'grad_norm': '1.041', 'learning_rate': '2.395e-05', 'epoch': '2.122'}
{'loss': '0.9452', 'grad_norm': '1.141', 'learning_rate': '2.366e-05', 'epoch': '2.128'}
{'loss': '0.9642', 'grad_norm': '0.9231', 'learning_rate': '2.337e-05', 'epoch': '2.133'}
{'loss': '0.9983', 'grad_norm': '0.9533', 'learning_rate': '2.309e-05', 'epoch': '2.139'}
{'loss': '0.9511', 'grad_norm': '0.9727', 'learning_rate': '2.28e-05', 'epoch': '2.145'}
{'loss': '0.9816', 'grad_norm': '0.9484', 'learning_rate': '2.252e-05', 'epoch': '2.151'}
{'loss': '0.9723', 'grad_norm': '1.12', 'learning_rate': '2.224e-05', 'epoch': '2.157'}
{'loss': '0.9574', 'grad_norm': '0.9709', 'learning_rate': '2.196e-05', 'epoch': '2.162'}
{'loss': '0.9243', 'grad_norm': '0.972', 'learning_rate': '2.168e-05', 'epoch': '2.168'}
{'loss': '0.9453', 'grad_norm': '1.056', 'learning_rate': '2.14e-05', 'epoch': '2.174'}
{'loss': '0.9915', 'grad_norm': '0.9428', 'learning_rate': '2.113e-05', 'epoch': '2.18'}
{'loss': '0.9788', 'grad_norm': '1.127', 'learning_rate': '2.085e-05', 'epoch': '2.186'}
{'loss': '1.039', 'grad_norm': '1.08', 'learning_rate': '2.058e-05', 'epoch': '2.191'}
{'loss': '0.9623', 'grad_norm': '1.028', 'learning_rate': '2.031e-05', 'epoch': '2.197'}
{'loss': '0.935', 'grad_norm': '0.9745', 'learning_rate': '2.004e-05', 'epoch': '2.203'}
{'loss': '0.9832', 'grad_norm': '0.9969', 'learning_rate': '1.977e-05', 'epoch': '2.209'}
{'loss': '0.9775', 'grad_norm': '1.179', 'learning_rate': '1.95e-05', 'epoch': '2.214'}
{'loss': '0.9725', 'grad_norm': '0.9774', 'learning_rate': '1.923e-05', 'epoch': '2.22'}
{'loss': '0.9954', 'grad_norm': '0.9711', 'learning_rate': '1.897e-05', 'epoch': '2.226'}
{'loss': '1.033', 'grad_norm': '1.075', 'learning_rate': '1.871e-05', 'epoch': '2.232'}
{'loss': '0.9824', 'grad_norm': '0.9703', 'learning_rate': '1.844e-05', 'epoch': '2.238'}
{'loss': '0.9654', 'grad_norm': '1.104', 'learning_rate': '1.818e-05', 'epoch': '2.243'}
{'loss': '1.011', 'grad_norm': '1.095', 'learning_rate': '1.792e-05', 'epoch': '2.249'}
{'loss': '1.009', 'grad_norm': '0.9748', 'learning_rate': '1.766e-05', 'epoch': '2.255'}
{'loss': '0.9711', 'grad_norm': '0.9893', 'learning_rate': '1.741e-05', 'epoch': '2.261'}
{'loss': '0.9845', 'grad_norm': '1.116', 'learning_rate': '1.715e-05', 'epoch': '2.267'}
{'loss': '1.024', 'grad_norm': '1.123', 'learning_rate': '1.69e-05', 'epoch': '2.272'}
{'loss': '0.94', 'grad_norm': '0.9779', 'learning_rate': '1.665e-05', 'epoch': '2.278'}
{'loss': '0.9727', 'grad_norm': '0.9726', 'learning_rate': '1.64e-05', 'epoch': '2.284'}
{'loss': '0.9606', 'grad_norm': '0.9157', 'learning_rate': '1.615e-05', 'epoch': '2.29'}
{'loss': '0.9921', 'grad_norm': '1.163', 'learning_rate': '1.59e-05', 'epoch': '2.296'}
{'loss': '0.9739', 'grad_norm': '0.8723', 'learning_rate': '1.565e-05', 'epoch': '2.301'}
{'loss': '0.9574', 'grad_norm': '0.9258', 'learning_rate': '1.541e-05', 'epoch': '2.307'}
{'loss': '0.9375', 'grad_norm': '0.9617', 'learning_rate': '1.517e-05', 'epoch': '2.313'}
{'loss': '0.9682', 'grad_norm': '1.069', 'learning_rate': '1.493e-05', 'epoch': '2.319'}
